OBJECTID,COD_ID,NOME,BARR,SUB,PAC_INI,TEN_NOM,TEN_OPE,ATIP,RECONFIG,DIST,UNI_TR_AT,ENE_01,ENE_02,ENE_03,ENE_04,ENE_05,ENE_06,ENE_07,ENE_08,ENE_09,ENE_10,ENE_11,ENE_12,PERD_A3a,PERD_A4,PERD_B,PERD_MED,PERD_A3a_B,PERD_A4_B,PERD_B_A3a,PERD_B_A4,PNTMT_01,PNTMT_02,PNTMT_03,PNTMT_04,PNTMT_05,PNTMT_06,PNTMT_07,PNTMT_08,PNTMT_09,PNTMT_10,PNTMT_11,PNTMT_12,PNTBT_01,PNTBT_02,PNTBT_03,PNTBT_04,PNTBT_05,PNTBT_06,PNTBT_07,PNTBT_08,PNTBT_09,PNTBT_10,PNTBT_11,PNTBT_12,DESCR,PERD_A3aA4,PERD_A4A3a
"1973",SAU0104,SAU  0104,DSAU-IB-B12-BRRIGD,DSAU,035590-7782B58C6BA,"49",1.045,"0","0","390",DSAU-EQ-TR2,3601557.796,3239123.943,3444108.021,3167019.173,3413868.718,3179415.448,3344980.544,3368598.182,3262518.725,3395290.393,3132057.765,3348348.894,0,576757.477,607041.7782,120442.3581,0,598536.3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282602.6086,239310.0794,271509.1655,231178.1045,269342.4855,237874.1001,266066.3957,257559.8465,252828.6152,235693.2933,222139.2482,246383.9517, ,0,0
"1974",SAU0105,SAU  0105,DSAU-IB-B12-BRRIGD,DSAU,-61400-7622B58C6BA,"49",1.05,"0","0","390",DSAU-EQ-TR3,2636284.88,2314130.11,2509129.027,2292991.192,2440265.044,2307552.34,2452833.703,2479217.795,2467503.754,2483944.611,2380255.033,2530757.074,0,89202.87025,633240.208,98802.77333,0,603802.7767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207296.0801,170378.5095,197781.5645,165275.2538,192124.4909,171335.1491,196488.1179,189477.8523,193076.4948,174940.1798,176831.0271,187539.2521, ,0,0
"1975",SAU0106,SAU  0106,DSAU-IB-B12-BRRIGD,DSAU,011590-7782B58C6BA,"49",1.045,"0","0","390",DSAU-EQ-TR2,883704.2894,821911.1488,910670.7294,753218.8294,872700.8589,821529.2208,870930.0216,883513.6909,850317.264,843226.6494,847709.2817,872191.8221,0,6024.299387,265647.5967,34382.88577,0,219148.8009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68832.77378,59823.85215,71194.60235,50099.65695,67905.73649,60508.77206,68277.27955,66896.27544,63466.37701,57949.75786,59059.83087,63476.5603, ,0,0
"1976",SAU0107,SAU  0107,DSAU-IB-B12-BRRIGD,DSAU,023590-7782B58C6BA,"49",1.05,"0","0","390",DSAU-EQ-TR2,1685814.756,1516104.358,1684396.009,1415245.648,1518937.353,1423542.248,1513608.036,1569799.457,1667121.368,1624737.555,1633704.111,1671450.726,0,69150.98337,318141.1398,62667.18936,0,488264.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132334.717,111594.1534,132567.8256,97036.00031,118839.8956,106004.9916,120066.2933,119256.0241,127706.4863,110531.5307,112810.8025,121332.5748, ,0,0
"1977",SAU0108,SAU  0108,DSAU-IB-B12-BRRIGD,DSAU,059590-7932B58C6BA,"49",1.05,"0","0","390",DSAU-EQ-TR1,1975918.767,1782846.035,1882500.739,1685364.323,1859103.615,1729567.441,1797083.241,1868433.052,1871468.787,1884880.827,1796967.071,1868057.787,0,51077.50672,343315.0011,71729.56699,0,457963.5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158087.0607,135785.473,151764.3189,162626.3068,156381.8324,135311.2499,151273.6815,151626.7306,174019.1313,154906.073,135460.6416,148904.6053, ,0,0
"1978",SAU0109,SAU  0109,DSAU-IB-B12-BRRIGD,DSAU,065670-7782B58C6BA,"49",1.05,"0","0","390",DSAU-EQ-TR1,2730317.881,2511757.028,2486589.171,2298193.58,2484583.176,2291393.75,2367490.188,2456572.176,2453883.235,2481828.37,2391595.187,2313753.676,0,216638.1247,542796.7659,97420.26229,0,571425.1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214114.1998,184678.2865,195608.0224,159470.1854,194612.2093,170570.193,188463.8311,186937.3796,189322.7414,171080.4989,174970.9723,169084.8335, ,0,0
"1979",SAU0110,SAU  0110,DSAU-IB-B12-BRRIGD,DSAU,-97400-7622B58C6BA,"49",1.05,"0","0","390",DSAU-EQ-TR3,2159241.417,1873138.95,2080581.893,1759401.904,1929798.536,1802869.871,1880333.412,1899003.01,2005468.592,1948768.49,1886485.719,1937369.39,0,74204.9342,333733.2798,95721.53732,0,622501.1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171139.3945,139409.8382,165165.1951,133445.3494,153092.0975,136943.4464,152210.8411,146156.049,160838.8765,136416.4846,135630.8814,143242.9824, ,0,0
"1980",SBC0100,SBC  0100,DSBC-IB-B12-BRRIG1,DSBC,05440130252B58D96A,"49",1.05,"1","0","390",DSBC-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1981",SBC0101,SBC  0101,DSBC-IB-B12-BRRIG1,DSBC,-4159129982B58D96A,"49",1.05,"1","0","390",DSBC-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1982",SBC0102,SBC  0102,DSBC-IB-B12-BRRIG1,DSBC,01785146882B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR3,1916575.308,1677848.002,1892128.826,1606881.413,1694138.412,1664516.176,1687180.02,1808934.66,1901633.749,1756561.343,1967977.498,1711743.472,0,111395.7439,474685.1168,33060.10656,0,455655.7096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147709.2731,121012.5691,146568.5969,92817.75272,129939.931,120267.3191,130015.0306,134830.4461,135052.3075,114471.5145,126770.2116,121937.7474, ,0,0
"1983",SBC0103,SBC  0103,DSBC-IB-B12-BRRIG1,DSBC,02140130162B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR2,1205824.763,1110306.075,1264556.972,1054785.681,1134259.21,1139960.456,1254080.431,736222.6535,1658483.99,1388748.781,1365654.065,1186648.58,0,49547.5317,164262.834,53274.9254,0,392691.8937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94736.67497,81719.68891,99580.36573,74679.58501,89321.5739,85433.07023,100030.9145,56270.13606,127413.5755,95784.48,97516.89479,86754.11587, ,0,0
"1984",SBC0104,SBC  0104,DSBC-IB-B12-BRRIG1,DSBC,-1859129982B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR2,2878804.33,2694735.976,2935300.711,2543635.467,2854839.045,2713807.118,2716496.691,2898255.341,2610300.54,2624108.233,2792930.583,2734516.463,0,430970.708,523470.2557,133769.5062,0,540135.7851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226150.8916,198472.7104,231269.4481,179378.2595,224244.6352,202790.522,216925.1905,220999.513,202726.1262,181376.8254,198378.0842,199885.1058, ,0,0
"1985",SBC0105,SBC  0105,DSBC-IB-B12-BRRIG1,DSBC,-1359129982B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR2,3023860.695,2535892.338,2880715.343,2425148.241,2556793.316,2500980.207,3355572.994,2764157.322,2430401.026,2655605.582,2720142.673,2691416.861,0,169072.5067,564720.2239,94129.55,0,742727.4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237660.9143,187244.8576,227169.3125,180879.5687,200382.9308,186572.4625,268129.4715,211879.9352,191854.6612,186345.5667,200295.1893,199822.7552, ,0,0
"1986",SBC0106,SBC  0106,DSBC-IB-B12-BRRIG1,DSBC,04440130162B58D96A,"49",1.045,"0","0","390",DSBC-EQ-TR3,3459740.333,3289324.903,3706164.38,3064049.586,3452918.564,3272374,3346739.141,3638694.066,3354172.734,3299209.26,3551874.551,3568523.898,0,474578.8787,926436.0997,115216.1416,0,582812.6732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268004.5207,238653.3934,288385.2992,188248.709,266433.4454,238483.3905,260628.9041,272598.6224,244365.9941,218909.867,235444.2448,256194.268, ,0,0
"1987",SBC0107,SBC  0107,DSBC-IB-B12-BRRIG1,DSBC,01140130162B58D96A,"49",1.045,"0","0","390",DSBC-EQ-TR2,3093415.334,2764138.1,3134158.57,2601669.484,2830160.859,2831072.632,2826872.258,3064174.171,2763442.361,2752142.269,3042360.971,2975404.581,0,157199.2575,831702.8767,88224.96105,0,706695.2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239170.0659,200142.1639,243387.8314,161342.289,218305.368,206104.3558,220134.0269,229709.8278,203613.4775,183350.9059,204321.4145,214759.9861, ,0,0
"1988",SBC0108,SBC  0108,DSBC-IB-B12-BRRIG1,DSBC,-3159129982B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR1,4249737.445,3881360.572,4352094.68,3762111.324,3780726.256,3903271.264,3917799.933,3938283.68,3783907.785,3811483.866,3876096.979,4200332.984,0,662572.7247,834655.7801,128475.0166,0,731426.0422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331600.8489,283934.5734,340747.4657,244575.7911,293884.8379,287891.8229,307785.9878,297330.0711,282905.9966,255706.6682,261648.6299,303034.0398, ,0,0
"1989",SBC0109,SBC  0109,DSBC-IB-B12-BRRIG1,DSBC,04940130252B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR3,565592.3058,524449.6312,613578.0369,547927.101,606598.4968,567878.5478,564808.8992,616707.1881,566426.6092,525851.3583,559313.0154,509497.7333,0,5473.696631,144395.0065,17593.35777,0,179880.9218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43826.23774,37986.21539,47751.80077,33380.12119,46798.88434,41368.44358,43931.443,46225.17229,41151.79072,34708.71835,36845.86114,36496.43871, ,0,0
"1990",SBC0110,SBC  0110,DSBC-IB-B12-BRRIG1,DSBC,01640130162B58D96A,"49",1.045,"0","0","390",DSBC-EQ-TR2,2208174.491,1987434.008,2264059.857,1854162.987,2082794.175,1955551.926,2758428.586,2137142.727,2029452.882,2065900.378,2159926.466,2237312.924,0,183575.8908,433935.6732,68318.68972,0,603162.4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172270.1496,145145.1155,177237.5233,120346.0622,161869.5659,144087.4485,216742.0999,161319.0662,151623.687,138540.9805,145883.7482,161382.1853, ,0,0
"1991",SBC0111,SBC  0111,DSBC-IB-B12-BRRIG1,DSBC,-1514146882B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR1,2209414.162,2086057.718,2356253.001,1954356.752,2177938.978,2014761.106,2076870.476,2222377.69,2030795.096,2078192.552,2052392.165,2136051.836,0,160303.6184,431330.0062,118630.535,0,519704.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175616.8562,155456.116,187269.9783,154000.6071,173165.4192,153081.1172,168467.6687,171220.2055,164357.2484,155546.8601,155090.0129,160743.828, ,0,0
"1992",SBC0112,SBC  0112,DSBC-IB-B12-BRRIG1,DSBC,-3659129982B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR1,1019076.819,875401.2593,972769.0064,915492.5229,950438.3422,983079.1784,969641.5646,1002356.707,874598.6526,849933.0058,912259.8818,953950.5784,0,78289.32826,184337.9189,76692.388,0,213527.3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81934.54295,66156.76735,78166.52574,75926.26041,76307.22167,76102.50136,79836.7159,78058.97779,73493.64476,61057.74258,68613.39377,70968.18317, ,0,0
"1993",SBC0113,SBC  0113,DSBC-IB-B12-BRRIG1,DSBC,-1014146882B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR1,3744919.793,3461594.619,3687082.105,3634945.652,3486156.573,3321162.268,3566784.384,3694723.386,3365783.076,3344277.693,3507267.678,3648228.123,0,485020.0363,962142.1331,178316.8247,0,534275.2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291349.21,252476.2405,288024.9795,234018.5564,271002.2534,244426.93,280041.1117,278692.0197,250683.5085,226084.6756,241076.8103,264500.7893, ,0,0
"1994",SBC0114,SBC  0114,DSBC-IB-B12-BRRIG1,DSBC,01285146682B58D96A,"49",1.05,"0","0","390",DSBC-EQ-TR3,2803724.615,2649775.737,2846219.25,2411608.512,2613566.547,2485274.121,2486418.495,2579058.803,2478513.318,2463956.031,2601834.655,2563006.324,0,313132.6202,618481.1573,79557.11189,0,535008.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218426.3637,193276.2865,222573.7803,156689.4359,203333.3795,183323.5561,194984.0805,195077.2493,184983.4296,167018.4985,178947.3276,185920.7877, ,0,0
"1995",SER0100,SER  0100,DSER-CT-ING-BRIGID,DSER,054480-1422B58DF4A,"49",1.05,"1","0","390",DSER-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"1996",SER0102,SER  0102,DSER-CT-ING-BRIGID,DSER,048480-1422B58DF4A,"49",1.05,"0","0","390",DSER-EQ-TR1,3922152.78,3903899.362,4051547.26,3512527.318,4048374.912,3584645.379,3746584.748,3840451.193,3738725.887,3695214.432,3590269.718,2631270.243,0,324227.5142,992600.8564,3552.212055,0,669057.3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304935.623,284969.4317,316515.2275,212746.5489,320910.6501,268853.1588,301401.7454,296615.9923,302679.3401,271141.4656,282551.6985,204504.2911, ,0,0
"1997",SER0103,SER  0103,DSER-CT-ING-BRIGID,DSER,025480-1422B58DF4A,"49",1.045,"0","0","390",DSER-EQ-TR2,3611091.303,3387254.745,3776026.287,3296338.808,3574029.437,3598322.273,3464512.301,3812915.205,3436872.419,3334613.523,3530228.137,3402671.208,0,522989.0216,674967.6516,163067.4765,0,646225.9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285555.3932,251108.9319,299283.2153,249174.4491,283100.9245,272111.3591,280025.4187,293393.344,274788.0764,236753.1935,261282.6676,253203.6616, ,0,0
"1998",SER0104,SER  0104,DSER-CT-ING-BRIGID,DSER,042480-1422B58DF4A,"49",1.05,"0","0","390",DSER-EQ-TR1,3940157.269,3867833.077,4138628.512,3727680.876,3967156.176,3606932.596,3807950.045,3869750.145,3995584.2,3591978.321,3525484.198,2098952.467,0,675634.3372,801996.821,23942.96873,0,584105.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304908.635,280431.261,321623.5696,223236.1174,306065.7274,262916.917,295912.4063,289279.3609,287159.4875,237868.9884,234210.7642,151079.3244, ,0,0
"1999",SER0105,SER  0105,DSER-CT-ING-BRIGID,DSER,019480-1422B58DF4A,"49",1.05,"0","0","390",DSER-EQ-TR2,2164872.604,2116883.914,2328721.401,1959334.869,2443309.836,2408637.718,2541785.805,2426671.196,2401464.333,2301513.316,2383914.165,916872.264,0,572254.0707,237954.1321,2534.749903,0,381119.6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167449.4849,153463.8001,180952.2364,117307.6246,188135.1946,175171.3537,196884.8772,181552.7739,173167.2512,151270.8298,155578.709,65556.83827, ,0,0
"2000",SER0106,SER  0106,DSER-CT-ING-BRIGID,DSER,013480-1422B58DF4A,"49",1.05,"0","0","390",DSER-EQ-TR2,3004669.324,2945625.667,3210192.707,2784105.554,2965807.309,2864276.132,3070110.233,2949007.088,2722308.707,2930930.473,2855303.542,2408347.407,0,388136.9268,494840.929,100590.5894,0,694791.9161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235890.232,216632.9548,252678.1879,191079.1667,232069.7952,213230.0746,243684.8221,224059.3488,208631.8144,199444.6771,197447.275,174845.1302, ,0,0
"2001",SFRA-EQ-TR1,SFRA-EQ-TR1,SFRA-IB-B12-BRFLEX,SFRA,01348012072B58C29M,"49",1,"1","0","390", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2002",SFRA-EQ-TR2,SFRA-EQ-TR2,SFRA-IB-B12-BRFLEX,SFRA,05448012072B58C29M,"49",1,"1","0","390", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2003",SHCL-EQ-TR1,SHCL-EQ-TR1,"0",SHCL,01348012072B58C05M,"49",1,"1","0","390", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2004",SHCL-EQ-TR2,SHCL-EQ-TR2,"0",SHCL,05448012072B58C05M,"49",1,"1","0","390", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2005",SIL0100,SIL  0100,DSIL-CT-ING-BRIGID,DSIL,063430-1422B58D7CA,"49",1.05,"1","0","390",DSIL-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2006",SIL0101,SIL  0101,DSIL-CT-ING-BRIGID,DSIL,-94560-1422B58D7CA,"49",1.05,"1","0","390",DSIL-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2007",SIL0102,SIL  0102,DSIL-CT-ING-BRIGID,DSIL,057430-1422B58D7CA,"49",1.05,"0","0","390",DSIL-EQ-TR1,3904848.909,3615320.135,3984437.735,3341868.332,3615513.032,3478939.661,3482665.48,3317103.946,3240743.8,3562511.664,3663575.08,3852582.772,0,775722.458,603871.2779,87804.44561,0,646199.9227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304126.0905,263646.9877,311475.9218,213080.0954,280641.9248,255785.9227,273173.5763,250046.0865,240793.5705,238300.2962,246245.3184,277743.5219, ,0,0
"2008",SIL0103,SIL  0103,DSIL-CT-ING-BRIGID,DSIL,028430-1272B58D7CA,"49",1.045,"0","0","390",DSIL-EQ-TR2,3814767.618,3560115.217,3810469.778,3228586.538,3661096.77,3387639.023,3339748.714,3581425.635,3662269.718,3463581.003,3407129.178,3648057.284,0,654641.3934,520598.1883,138455.9943,0,712048.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300632.6924,263211.2176,301033.8019,234602.2028,288942.7822,254689.1227,268134.0878,274050.1154,289880.2266,242957.3661,247528.7892,269274.7905, ,0,0
"2009",SIL0104,SIL  0104,DSIL-CT-ING-BRIGID,DSIL,051430-1422B58D7CA,"49",1.05,"0","0","390",DSIL-EQ-TR1,2530881.506,2279330.662,2569738.497,2150632.74,2460360.61,2332998.969,2234421.807,2377194.179,2332369.477,2242242.476,2290129.062,2399691.559,0,214734.6161,415510.9085,76723.44534,0,644678.0845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199212.382,167807.4344,202862.9492,152236.6805,194062.2004,175500.9474,180694.2648,182335.4143,183986.201,158656.7957,170871.122,176487.1071, ,0,0
"2010",SIL0105,SIL  0105,DSIL-CT-ING-BRIGID,DSIL,-88560-1272B58D7CA,"49",1.05,"0","0","390",DSIL-EQ-TR4,2521085.166,2323586.937,2467058.802,2288661.188,2489868.791,2261496.231,2464222.167,2426659.437,2353225.673,2415629.781,2236333.892,2320042.06,0,110598.8796,556451.3048,105256.0456,0,641153.8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197942.3721,171229.8802,194311.3746,161114.231,195480.6752,168988.4883,196450.4996,184864.2161,182615.2235,166422.5325,158483.8719,169466.5449, ,0,0
"2011",SIL0106,SIL  0106,DSIL-CT-ING-BRIGID,DSIL,-47560-1422B58D7CA,"49",1.05,"0","0","390",DSIL-EQ-TR3,3908967.436,3510477.108,3499886.004,3055143.075,3338964.982,3167166.573,3232025.901,3119214.7,3130782.025,3204058.529,3099744.544,3065092.358,0,427737.6535,601733.9754,101528.4877,0,781907.2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306837.1955,258263.3909,275529.4257,211940.7102,261872.9983,236331.1131,257388.578,237488.156,241670.4076,219903.0575,217188.6527,223695.5654, ,0,0
"2012",SIL0107,SIL  0107,DSIL-CT-ING-BRIGID,DSIL,-53560-1272B58D7CA,"49",1.05,"0","0","390",DSIL-EQ-TR3,1038622.339,976577.0097,1079207.296,915309.0786,1052707.171,961782.0583,966435.2715,1031058.167,1026496.158,968106.5646,918140.1399,1012309.152,0,10713.40482,215710.0619,56875.75383,0,271524.8291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82722.00524,73170.83042,86616.06102,78065.35902,85391.24316,74397.38374,80516.02223,80764.52103,89536.62309,73291.9527,75860.92225,77850.65063, ,0,0
"2013",SIL0108,SIL  0108,DSIL-CT-ING-BRIGID,DSIL,022430-1422B58D7CA,"49",1.05,"0","0","390",DSIL-EQ-TR2,2650595.938,2413488.283,2582380.958,2222235.119,2405685.143,2337299.432,2337306.605,2529340.355,2548169.634,2429862.619,2744078.923,2448876.65,0,289251.3486,389974.1287,79870.8956,0,663764.9929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207699.5179,177335.3842,202907.9094,153661.7087,188234.305,173762.6074,185467.5092,192112.5656,193972.6355,166125.1439,191785.6567,179364.1299, ,0,0
"2014",SIL0109,SIL  0109,DSIL-CT-ING-BRIGID,DSIL,-59560-1272B58D7CA,"49",1.05,"0","0","390",DSIL-EQ-TR3,1520174.199,1424642.788,1561062.702,1226097.332,1317377.805,1211599.232,1257979.845,930928.111,905562.6484,1376224.354,1461917.143,1498778.338,0,92080.53954,190535.4196,37791.10035,0,478325.6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118488.2967,104023.5943,122108.7419,78924.5981,102282.8393,89166.67913,98699.30113,70203.62329,67405.46733,92095.52744,98341.22361,108009.4496, ,0,0
"2015",SIL0110,SIL  0110,DSIL-CT-ING-BRIGID,DSIL,016430-1272B58D7CA,"49",1.05,"0","0","390",DSIL-EQ-TR2,3272861.864,3080682.392,3375346.269,2847126.048,3206648.607,3075225.169,3091613.346,3273376.011,3101092.34,3052863.513,3109036.122,3075854.122,0,291884.5656,634327.2218,129534.5353,0,790722.9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257216.0642,227307.3359,266254.0388,202213.3419,252035.6499,230119.3561,247085.5528,249213.9741,239368.0389,210923.7234,220231.7958,225014.4403, ,0,0
"2016",SIL0113,SIL  0113,DSIL-CT-ING-BRIGID,DSIL,-82560-1422B58D7CA,"49",1.05,"0","0","390",DSIL-EQ-TR4,2952969.377,2644369.439,2987952.536,2528151.607,2733001.484,2614940.218,2630617.346,2770624.763,2860225.704,2796423.932,3042343.207,2638312.302,0,290947.9024,498901.9597,78340.56502,0,717095.3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230863.5074,193799.3696,234447.0826,172886.8288,214049.0241,193867.732,209286.4149,210675.9357,218626.655,191761.2036,213747.8339,192563.5047, ,0,0
"2017",SJUQ-EQ-TR1,SJUQ-EQ-TR1,SJUQ-IB-B34-BRRIGD,SJUQ,AB6913A02D01D8FF3E29,"49",1,"1","0","390", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2018",SJUQ-EQ-TR2,SJUQ-EQ-TR2,SJUQ-IB-B34-BRRIGD,SJUQ,0B10107CC0BFD17AC602,"49",1,"1","0","390", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2019",SLE0102,SLE  0102,DSLE-IB-B12-BRRIGD,DSLE,02646-37142B58DC8A,"49",1.05,"0","0","390",DSLE-EQ-TR1,1941462.111,1712200.289,1824177.04,1344749.285,1411889.11,1328824.389,1446435.321,1011531.471,1034498.43,1778436.751,1794947.6,1617421.94,0,493849.0456,269350.5315,443.439116,0,134486.8794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149254.8767,123313.6806,141001.0958,75727.22769,107999.9134,95679.97663,110951.745,75200.82767,72694.06321,115214.0404,114387.2168,114924.5562, ,0,0
"2020",SLE0103,SLE  0103,DSLE-IB-B12-BRRIGD,DSLE,0-353-37142B58DC8A,"49",1.05,"0","0","390",DSLE-EQ-TR2,2053995.015,1774131.277,1871201.21,1426002.818,1459785.072,1423024.166,1477800.706,1102285.641,1120230.863,1793613.914,1899245.635,2235889.879,0,797689.5081,131573.2942,220.489205,0,21455.89727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157931.1646,127795.9725,144655.663,80434.19722,111682.7826,102489.3785,113386.3928,81961.28073,78771.79555,116241.044,121109.1314,158895.1066, ,0,0
"2021",SMA0100,SMA  0100,DSMA-IB-B12-BRRIGD,DSMA,06048-51422B58B4CA,"49",1.05,"1","0","390",DSMA-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2022",SMA0101,SMA  0101,DSMA-IB-B12-BRRIGD,DSMA,007480-1422B58B4CA,"49",1.05,"1","0","390",DSMA-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2023",SMA0102,SMA  0102,DSMA-IB-B12-BRRIGD,DSMA,048480-1422B58B4CA,"49",1.05,"0","0","390",DSMA-EQ-TR2,2658589.387,2210114.18,2643872.431,2289627.588,2428854.395,2408135.405,2383566.734,2562582.584,2572251.233,2541225.898,2536803.171,2736658.863,0,127143.709,777865.1807,103005.5922,0,537841.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206635.8537,160998.3365,206280.3472,145212.8883,188238.7934,176672.3095,186473.697,193007.9576,189653.322,169076.5787,170107.2486,197143.2458, ,0,0
"2024",SMA0103,SMA  0103,DSMA-IB-B12-BRRIGD,DSMA,054480-1422B58B4CA,"49",1.05,"0","0","390",DSMA-EQ-TR2,3134187.379,2886308.801,3171956.711,2687648.247,2842767.525,2859571.694,2986177.904,2939172.2,2815288.022,2925327.882,2958007.079,3203163.527,0,238069.8787,854095.4968,145910.866,0,594826.3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244382.2562,210966.9292,248220.3462,175705.3152,221121.3942,211039.5374,234993.859,222127.6236,211008.1213,197228.903,201023.5484,231856.4409, ,0,0
"2025",SMA0104,SMA  0104,DSMA-IB-B12-BRRIGD,DSMA,05448-51422B58B4CA,"49",1.05,"0","0","390",DSMA-EQ-TR2,5885012.22,5482955.736,6158236.912,5196297.245,5618062.442,5435054.073,5570586.478,5927572.983,5603379.908,5246033.317,5465654.84,5508337.658,0,1599625.278,823600.7453,162896.9823,0,708087.7128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455711.9913,398063.6707,479147.2934,320652.878,434086.5576,396466.2511,434371.9013,445616.2562,412479.036,351070.4557,368427.2939,398004.7322, ,0,0
