OBJECTID,COD_ID,NOME,BARR,SUB,PAC_INI,TEN_NOM,TEN_OPE,ATIP,RECONFIG,DIST,UNI_TR_AT,ENE_01,ENE_02,ENE_03,ENE_04,ENE_05,ENE_06,ENE_07,ENE_08,ENE_09,ENE_10,ENE_11,ENE_12,PERD_A3a,PERD_A4,PERD_B,PERD_MED,PERD_A3a_B,PERD_A4_B,PERD_B_A3a,PERD_B_A4,PNTMT_01,PNTMT_02,PNTMT_03,PNTMT_04,PNTMT_05,PNTMT_06,PNTMT_07,PNTMT_08,PNTMT_09,PNTMT_10,PNTMT_11,PNTMT_12,PNTBT_01,PNTBT_02,PNTBT_03,PNTBT_04,PNTBT_05,PNTBT_06,PNTBT_07,PNTBT_08,PNTBT_09,PNTBT_10,PNTBT_11,PNTBT_12,DESCR,PERD_A3aA4,PERD_A4A3a
"1",ABR0101,ABR  0101,DABR-IB-B12-BRRIGD,DABR,06048-51422B58BF5A,"49",1.05,"1","0","390",DABR-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"2",ABR0102,ABR  0102,DABR-IB-B12-BRRIGD,DABR,02548-51422B58BF5A,"49",1.05,"0","0","390",DABR-EQ-TR2,1221870.653,1072073.094,1184585.874,874504.3643,914856.9442,867224.6142,890441.7932,982322.8386,1041181.613,1075310,1034352.952,1047025.232,0,12896.53985,69437.33504,28666.8989,0,503422.7916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95378.64075,78454.78824,92779.06515,57056.41606,71144.51254,63998.65954,70004.13463,74193.29512,77970.49419,72207.60484,69931.53715,75568.63131, ,0,0
"3",ABR0103,ABR  0103,DABR-IB-B12-BRRIGD,DABR,05448-51422B58BF5A,"49",1.045,"0","0","390",DABR-EQ-TR1,2694007.7,2480942.906,2665098.611,2240192.885,2472692.198,2362827.324,2455218.559,2552969.346,2385896.522,2489625.564,2485671.599,2515101.009,0,195984.3428,342980.1558,88418.04337,0,806663.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212899.4461,183929.2121,210844.9661,164578.7296,195097.1242,177950.2086,197535.5345,195638.1341,188058.0576,172717.6082,178231.1446,184380.8784, ,0,0
"4",ABR0104,ABR  0104,DABR-IB-B12-BRRIGD,DABR,04848-51422B58BF5A,"49",1.05,"0","0","390",DABR-EQ-TR1,1367259.181,1242098.128,1343098.16,1061919.403,1176463.203,1065960.192,1061467.992,1193449.516,1185813.622,1199573.836,1285781.03,1307376.655,0,19590.44878,149822.1885,51063.73983,0,470853.6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108542.1279,92855.03237,106855.8632,83008.1697,94045.57996,81685.34615,86262.78056,92114.33276,97269.08359,86536.0566,97114.10401,97628.80321, ,0,0
"5",ABR0105,ABR  0105,DABR-IB-B12-BRRIGD,DABR,01948-51422B58BF5A,"49",1.05,"0","0","390",DABR-EQ-TR2,3522517.319,3380556.266,3649443.807,3081130.937,3347760.426,3184945.5,3276009.938,3431586.881,3325999.243,3321536.795,3615227.52,3440821.781,0,444002.6597,478945.6511,105633.0567,0,954655.3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275487.0708,247869.8147,286300.2127,204469.9599,260874.1547,235761.8109,258326.3773,259691.2005,250994.2413,224026.6175,246173.7306,248822.4232, ,0,0
"6",ABR0106,ABR  0106,DABR-IB-B12-BRRIGD,DABR,01348-51422B58BF5A,"49",1.05,"1","0","390",DABR-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"7",ABR0107,ABR  0107,DABR-IB-B12-BRRIGD,DABR,04248-51422B58BF5A,"49",1.05,"0","0","390",DABR-EQ-TR1,1212966.162,1041147.353,1171132.044,918957.8254,1008899.641,911023.3734,979901.7705,945796.0469,1124940.168,1181167.011,1126724.165,1306279.562,0,30698.87106,236026.4427,21998.03346,0,362134.9161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94293.86848,75780.00528,91398.6625,57725.91941,78108.84374,66747.30715,76569.97725,71129.87421,82831.22528,78556.13879,75055.37782,93882.38078, ,0,0
"8",ABV0100,ABV  0100,DABV-IB-B34-BRRIG1,DABV,029670-7782B58BDCA,"49",1.05,"1","0","390",DABV-EQ-TR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"9",ABV0102,ABV  0102,DABV-IB-B34-BRRIG1,DABV,053670-7632B58BDCA,"49",1.05,"0","0","390",DABV-EQ-TR4,1015396.444,908803.4594,1027284.27,821758.1185,974648.0007,856738.3535,836961.8362,883902.5142,936642.7357,899619.7588,917831.3473,983548.9031,0,22542.02342,164305.5625,34382.18725,0,328414.1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79765.75393,66989.52129,80940.68452,58091.01662,76566.18282,64037.73062,66846.24266,67380.09062,72825.23453,61954.73682,65176.90985,71944.24279, ,0,0
"10",ABV0103,ABV  0103,DABV-IB-B34-BRRIG1,DABV,-43480-7782B58BDCA,"49",1.05,"0","0","390",DABV-EQ-TR2,3034098.59,2836957.629,3164845.83,2589991.279,2910820.612,2711557.005,2731928.67,2914285.393,3053842.606,2841212.685,2898486.655,3062629.719,0,317999.3431,444719.9655,63238.4419,0,670904.0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240037.6939,210712.3825,251397.7344,227441.3323,237304.0106,209129.7076,227145.6974,229207.8496,250301.1303,215026.8061,237184.6559,234850.463, ,0,0
"11",ABV0104,ABV  0104,DABV-IB-B34-BRRIG1,DABV,-61400-7622B58BDCA,"49",1.05,"0","0","390",DABV-EQ-TR1,542138.4564,494360.6868,527231.4449,461892.8066,503870.6622,478416.0657,523222.3624,514931.8828,515131.164,475881.9131,490020.9749,513723.4479,0,3282.325395,67817.33091,6823.434285,0,99280.64968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43941.99157,38851.70393,42761.03387,51892.20922,43483.08572,39268.50157,49118.11954,47781.57239,54006.23513,31456.95765,65056.38665,59844.01226, ,0,0
"12",ABV0105,ABV  0105,DABV-IB-B34-BRRIG1,DABV,011590-7782B58BDCA,"49",1.05,"0","0","390",DABV-EQ-TR4,322252.1241,308653.429,336263.1989,286199.2472,336502.9056,315389.9845,298042.8424,324474.4412,335896.3834,304243.3087,275867.6489,329726.5202,0,747.733877,46680.6297,3520.771249,0,57495.31344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26371.41485,24417.41922,27430.50666,39877.23167,29428.14258,26675.65545,26083.17086,27741.00164,34698.69202,30610.92922,35681.9472,28885.86123, ,0,0
"13",ABV0106,ABV  0106,DABV-IB-B34-BRRIG1,DABV,017670-7782B58BDCA,"49",1.05,"0","0","390",DABV-EQ-TR3,1892043.924,1685603.468,1860592.748,1562206.605,1688355.352,1590821.168,1673196.802,1672009.414,1816685.71,1757470.5,1605868.239,2033299.149,0,98269.61205,201430.5889,58091.01834,0,596595.8664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150327.6819,125764.4508,147922.0478,127047.428,134948.2711,121187.5562,137663.72,130159.7862,150514.9659,129986.242,124214.3697,152464.4887, ,0,0
"14",ABV0107,ABV  0107,DABV-IB-B34-BRRIG1,DABV,-79480-7622B58BDCA,"49",1.05,"0","0","390",DABV-EQ-TR2,2023823.208,1743827.165,1900903.334,1621475.974,1700000.843,1648601.161,1726201.156,1746475.552,1896932.685,1974383.68,1610079.661,1831223.24,0,114159.9742,277224.3743,52663.85397,0,584077.1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159310.0948,129085.5853,150175.4717,121741.9612,134485.5746,124148.0288,137799.1433,132327.2747,147810.5571,133566.7216,110378.6109,132630.6719, ,0,0
"15",ABV0108,ABV  0108,DABV-IB-B34-BRRIG1,DABV,065670-7782B58BDCA,"49",1.045,"0","0","390",DABV-EQ-TR3,1900952.447,1782617.379,1904541.383,1815055.014,1967063.931,1804651.308,1791103.61,1835524.718,1919201.243,1751512.654,1722150.672,1972046.264,0,91277.9102,237829.8659,34070.24548,0,489459.0509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153152.2358,136893.9044,153308.5528,180863.4138,160224.3122,141162.33,154167.7419,148560.6087,174355.6931,144353.027,157608.347,158337.4395, ,0,0
"16",ABV0109,ABV  0109,DABV-IB-B34-BRRIG1,DABV,109400-7782B58BDCA,"49",1.05,"0","0","390",DABV-EQ-TR1,2714109.124,2390161.136,2606960.839,2227271.772,2411212.337,2358328.051,2375263.424,2534223.959,2446541.31,2613797.873,2569551.374,2687796.32,0,216827.3705,261971.2228,67613.61209,0,898386.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213151.3527,175923.071,205233.1879,153650.2682,188950.436,175494.1107,188593.3966,192766.2731,187176.7343,177688.6314,177288.8639,195616.6975, ,0,0
"17",ABV0110,ABV  0110,DABV-IB-B34-BRRIG1,DABV,-97400-7622B58BDCA,"49",1.05,"0","0","390",DABV-EQ-TR1,2797771.366,2760057.287,3157219.131,2585164.081,2929699.153,2776314.425,2829660.488,2937960.806,3125476.918,2828509.232,2842588.787,2962698.533,0,435786.1939,493284.2666,67046.63717,0,631212.3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218945.7668,202776.4614,248161.8179,179110.6991,229659.7238,207079.0921,224779.1738,224189.1179,240973.3026,195128.5014,201021.7221,217245.9972, ,0,0
"18",AGU0100,AGU  0100,DAGU-IB-B12-BRRIG1,DAGU,025480-1422B58B92A,"49",1.05,"1","0","390",DAGU-EQ-TR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"19",AGU0102,AGU  0102,DAGU-IB-B12-BRRIG1,DAGU,007480-1422B58B92A,"49",1.045,"0","0","390",DAGU-EQ-TR3,87353.54694,79074.83493,87535.97045,120951.0762,37772.46288,69441.82341,80938.98179,94346.81683,82527.88433,61607.39489,86463.71204,65855.92131,0,127.696994,29807.1832,102.889774,0,23320.79057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6373.615635,5351.253394,6468.678844,3233.958986,2730.162082,4568.069666,5718.459049,6643.877183,4537.505951,3508.338746,4429.781063,4434.984767, ,0,0
"20",AGU0103,AGU  0103,DAGU-IB-B12-BRRIG1,DAGU,019480-1422B58B92A,"49",1.05,"0","0","390",DAGU-EQ-TR3,2915616.586,2759403.233,2880652.931,2554106.297,2780293.706,2677911.261,2829552.344,2913878.754,2966615.857,2980060.39,2744652.169,2898911.662,0,466142.2528,492317.4545,118182.8473,0,544504.6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229753.626,204034.772,227610.3427,180805.6681,218664.7697,200691.3938,226236.4126,222502.0942,232070.1807,206633.4279,196286.9494,212534.9399, ,0,0
"21",AGU0104,AGU  0104,DAGU-IB-B12-BRRIG1,DAGU,-88510-4992B58B92A,"49",1.045,"0","0","390",DAGU-EQ-TR1,1894483.181,1716869.07,1836364.226,1475715.725,1594215.645,1543332.898,1654123.553,1702481.954,1869235.642,1910846.524,2046427.764,1990147.237,0,211515.6389,333589.5064,29561.24866,0,463940.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146969.3644,124742.8349,143059.161,90907.70094,123148.0897,112724.9447,128795.9155,127763.1959,136461.6425,126470.2466,135181.7385,142728.8128, ,0,0
"22",AGU0105,AGU  0105,DAGU-IB-B12-BRRIG1,DAGU,-56510-4992B58B92A,"49",1.05,"0","0","390",DAGU-EQ-TR2,598749.7998,562120.6686,682893.17,589773.9671,601052.7403,649350.1922,659621.538,646388.4109,661349.913,663434.4178,548565.3335,515271.1015,0,53230.29424,60068.88128,28063.09112,0,230031.2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46460.21742,40894.55145,53210.32389,36410.96986,46440.94992,47472.81955,51352.18956,48519.93698,48327.23022,43933.39154,36239.25785,36962.77439, ,0,0
"23",AGU0106,AGU  0106,DAGU-IB-B12-BRRIG1,DAGU,-96550-4992B58B92A,"49",1.045,"0","0","390",DAGU-EQ-TR1,164770.6098,135450.5236,153509.0033,127742.4999,156857.3119,173316.1085,158361.9797,180588.0592,177800.2362,129686.7707,129572.4965,133548.0119,0,191.13619,25723.80209,1156.162317,0,63430.93095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12765.82129,9837.694125,11945.39391,7771.544118,12099.63402,12639.07202,12298.59024,13533.95195,12909.82592,8557.09275,8509.632543,9564.943391, ,0,0
"24",AGU0107,AGU  0107,DAGU-IB-B12-BRRIG1,DAGU,042480-1422B58B92A,"49",1.05,"0","0","390",DAGU-EQ-TR4,1558437.172,1449494.144,1628450.252,1341583.143,1509752.778,1410126.088,1510669.04,1398841.773,1441713.871,1340657.552,1213852.236,920479.1197,0,86489.6747,290032.7313,14512.83623,0,437634.5399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120595.9525,105089.577,126586.3345,80668.77349,116306.7561,102606.5403,117120.1493,104703.0896,104153.1498,88208.76584,79390.08251,65844.56904, ,0,0
"25",AGU0108,AGU  0108,DAGU-IB-B12-BRRIG1,DAGU,-46510-4992B58B92A,"49",1.05,"0","0","390",DAGU-EQ-TR2,2506018.852,2263956.53,2609192.887,2083618.7,2235516.96,2242704.28,2356200.539,2487416.582,2595528.645,2543208.658,2519029.397,2617924.151,0,265284.9731,485034.5583,62706.91333,0,620766.8085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195236.5631,165277.9419,204011.6669,133543.8428,173479.6463,164965.6569,184678.3962,187490.4756,192824.5055,170001.3617,169088.4785,188569.276, ,0,0
"26",AGU0109,AGU  0109,DAGU-IB-B12-BRRIG1,DAGU,054480-1422B58B92A,"49",1.05,"0","0","390",DAGU-EQ-TR4,668326.7136,615193.5249,681616.2098,559564.3884,631551.3048,600730.3757,640808.0963,645768.5907,645816.7748,653072.3202,584447.496,570513.2846,0,8810.949959,167424.1501,14915.81042,0,195436.5422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51634.28259,44394.16991,52911.78177,33123.847,48568.7637,43533.82307,49623.18509,48255.67894,46343.7516,42807.39794,38097.11227,40743.65409, ,0,0
"27",AGU0110,AGU  0110,DAGU-IB-B12-BRRIG1,DAGU,060480-1422B58B92A,"49",1.05,"0","0","390",DAGU-EQ-TR4,1364456.249,1081831.64,1290077.311,987535.989,1129399.463,1138217.132,1211244.927,1190261.094,1257587.005,1269071.521,1197213.278,1165118.537,0,72176.86248,301878.6773,16919.38629,0,323130.2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105557.8777,78374.49853,100297.4056,60891.1283,87434.52374,82853.05768,94146.55817,89241.93733,91379.51622,84092.29254,79169.84149,83777.6147, ,0,0
"28",ALCO-TR1,ALCO-TR1,"0",ALCO,DFFEDE6D77BCC6784C69,"49",1,"1","0","390", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"29",ALP0100,ALP  0100,DALP-IB-B12-BRIGID,DALP,065750-9661596B8E0A,"49",1.05,"1","0","390",DALP-EQ-TR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"30",ALP0101,ALP  0101,DALP-IB-B12-BRIGID,DALP,171750-9681596B8E0A,"49",1.05,"1","0","390",DALP-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"31",ALP0102,ALP  0102,DALP-IB-B12-BRIGID,DALP,097750-9801596B8E0A,"49",1.05,"0","0","390",DALP-EQ-TR1,4244987.305,3764989.102,4241473.197,3419675.979,3801961.666,3719831.261,3905293.324,3891794.266,4049380.095,4144468.297,4212495.343,3986759.944,0,484623.0084,703859.0194,128055.3583,0,866101.7068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334896.2841,279361.3794,336231.6876,272229.0389,302743.9923,284926.5621,318132.2538,305784.5716,315540.5186,289445.3999,303239.9757,305764.0965, ,0,0
"32",ALP0103,ALP  0103,DALP-IB-B12-BRIGID,DALP,161750-9981596B8E0A,"49",1.045,"0","0","390",DALP-EQ-TR1,5386339.525,4855753.838,4822326.234,4509721.414,5086987.498,4758264.377,4823383.173,4945918.855,5147555.982,4897542.058,4910912.925,4889595.975,0,760403.4374,698609.6322,59566.89468,0,770895.8245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430587.4772,366873.2149,386329.7706,425973.5065,421388.7167,372836.1627,407573.5148,391661.835,446244.0913,385272.024,441560.4191,387699.67, ,0,0
"33",ALP0104,ALP  0104,DALP-IB-B12-BRIGID,DALP,102750-9711596B8E0A,"49",1.045,"0","0","390",DALP-EQ-TR1,4240059.209,3695115.143,4159921.358,3713816.527,4196982.047,4202822.077,4210580.659,4217797.599,3851634.275,4219163.928,3958280.319,4201718.82,0,534014.9431,311028.903,70660.55745,0,709477.8642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334375.5857,277988.8289,330817.8805,410773.4853,363350.2648,341844.6369,375830.912,349609.1608,388452.8509,382132.2368,422076.4564,370831.3404, ,0,0
"34",ALP0105,ALP  0105,DALP-IB-B12-BRIGID,DALP,15675-10141596B8E0A,"49",1.05,"0","0","390",DALP-EQ-TR1,3144686.944,3200219.269,3429253.208,2899960.472,3213426.294,2936903.487,3038028.386,3062362.332,3005849.136,2918075.455,2830560.853,2483869.464,0,867894.2198,384384.9921,5681.109707,0,448659.3701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243450.5764,232043.1647,266671.17,175115.099,247669.6975,213809.4235,235748.0815,229321.2744,217547.8057,192193.0157,185507.3244,177758.1741, ,0,0
"35",ALP0106,ALP  0106,DALP-IB-B12-BRIGID,DALP,129750-9731596B8E0A,"49",1.05,"0","0","390",DALP-EQ-TR2,2001964.964,1774342.959,1946512.309,1607370.605,1692836.581,1570733.327,1666143.59,1753941.247,1955669.434,1910105.477,1942917.335,1837516.041,0,46531.69516,384983.5654,35301.21604,0,568494.3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161008.8905,134041.0007,157394.6127,100860.548,136238.2572,119080.7579,134135.536,135907.9686,145408.8627,129022.2066,130077.5772,133636.0901, ,0,0
"36",ALP0107,ALP  0107,DALP-IB-B12-BRIGID,DALP,070750-9801596B8E0A,"49",1.05,"0","0","390",DALP-EQ-TR2,3974071.141,3928401.393,4205872.548,3519719.578,3939096.419,3818782.692,3911128.927,4049214.768,3951513.312,3676070.163,3943457.485,4297082.982,0,907253.9784,440134.5388,32488.98811,0,643335.1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311904.54,290515.4511,333109.5107,271673.1562,315297.8789,292850.4835,317582.0709,314308.6368,318677.8345,277526.564,312720.8724,329197.2998, ,0,0
"37",ALP0108,ALP  0108,DALP-IB-B12-BRIGID,DALP,166750-9791596B8E0A,"49",1.05,"0","0","390",DALP-EQ-TR1,4780672.924,4345967.323,4801807.307,4138515.751,4724736.572,4438346.344,4396552.424,4601574.018,4577203.479,4332681.256,4350240.988,4311514.372,0,938153.4198,481996.4893,28123.14119,0,442486.5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381899.3516,334740.6118,384793.2246,417311.0097,395883.1906,354172.5148,378507.8068,373383.9946,427292.7609,375782.1205,425950.8944,366689.9688, ,0,0
"38",ALP0109,ALP  0109,DALP-IB-B12-BRIGID,DALP,139750-9831596B8E0A,"49",1.05,"0","0","390",DALP-EQ-TR2,3317199.669,3356959.66,3845555.959,3199302.692,3498215.42,3376123.52,3162225.72,3408066.443,3337876.15,3622116.869,3557329.627,3633171.741,0,256596.311,640470.397,42397.99968,0,603862.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264199.6508,251620.3111,307493.3801,310504.8359,293174.6227,268649.7388,273343.4019,266285.2242,309355.6401,313445.4206,342571.4274,305968.7367, ,0,0
"39",ALP0110,ALP  0110,DALP-IB-B12-BRIGID,DALP,075750-9681596B8E0A,"49",1.05,"0","0","390",DALP-EQ-TR2,1900930.626,1702893.112,1977160.126,1706349.956,1961369.228,1818255.254,1838891.593,1903332.273,1877670.806,1945342.121,1887650.805,1999033.353,0,62221.74758,304503.0122,27075.66704,0,274591.6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155723.3864,134269.823,162718.5522,239311.0834,175534.6842,156176.7184,172377.1518,162439.8603,204349.4365,127006.5327,234687.4924,177583.3959, ,0,0
"40",ALP0111,ALP  0111,DALP-IB-B12-BRIGID,DALP,080750-9641596B8E0A,"49",1.045,"0","0","390",DALP-EQ-TR2,1856237.306,1550388.738,1822601.425,1529217.777,1760143.237,1755040.782,1741290.933,1677671.684,1559238.094,1854486.459,1669141.796,1783015.233,0,20825.64974,108406.5281,5426.285703,0,127801.2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154946.3848,128799.0181,156639.0402,219354.0132,179192.7352,162527.0745,180187.5944,152642.8439,195140.956,237494.7601,312972.7882,189372.5975, ,0,0
"41",ALP0301,ALP  0301,DALP-IB-B12-BRIGID,DALP,10270-31891596B8E0A,"72",1,"0","0","390",DALP-EQ-TR4,786614.8676,699637.2458,753070.8503,608745.6299,660332.7071,618346.9246,631600.8063,703824.4503,764768.8524,735347.1313,775132.664,736167.9557,156288.1327,0,10837.85809,1698.555487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61679.52078,51479.42635,59211.99763,41335.41534,51601.36334,45982.71788,49992.06385,53406.97661,58321.8083,49896.92356,53263.71638,53378.1427, ,0,0
"42",ALP0302,ALP  0302,DALP-IB-B12-BRIGID,DALP,13470-31701596B8E0A,"72",1,"0","0","390",DALP-EQ-TR3,2719228.836,2401616.977,2538605.817,2045985.39,2140792.658,2015747.065,2073542.96,1949703.444,1983780.058,2381773.37,2552782.559,2854279.075,444616.7233,0,200208.3547,5688.478893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215071.04,178375.1948,201105.6603,149460.8301,168861.4912,152012.5379,166375.2347,149277.3223,156563.7472,164864.2801,181072.6719,208801.8459, ,0,0
"43",ALV0101,ALV  0101,DALV-IB-B12-BRRIGD,DALV,-97400-7622B58D5DA,"49",1.05,"1","0","390",DALV-EQ-TR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0
"44",ALV0102,ALV  0102,DALV-IB-B12-BRRIGD,DALV,059590-7632B58D5DA,"49",1.045,"0","0","390",DALV-EQ-TR4,79969.2997,73916.81472,73707.66776,68126.54579,79805.2212,66357.3758,68358.24841,82570.38275,68754.45303,64588.1791,76746.47398,76981.00457,0,471.14845,24554.89221,4893.490418,0,17048.27172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6278.878856,5422.342836,5802.14735,4679.909393,6245.341368,4933.341304,5434.917604,6274.205225,5271.402398,4396.176896,5321.164324,5589.393173, ,0,0
"45",ALV0103,ALV  0103,DALV-IB-B12-BRRIGD,DALV,10359-12632B58D5DA,"49",1.05,"0","0","390",DALV-EQ-TR5,2680084.511,2430787.421,2716871.758,2539534.561,2637855.645,2689719.363,2571744.374,2804688.115,2476763.202,2392297.771,2635400.452,2718681.685,0,671660.5937,411964.5397,98013.2712,0,363923.2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207372.9475,175889.6688,211351.3791,149188.9505,204722.1696,196938.9937,201360.8968,211408.506,184029.4209,162526.2216,184890.5952,197733.3519, ,0,0
"46",ALV0104,ALV  0104,DALV-IB-B12-BRRIGD,DALV,-55480-7782B58D5DA,"49",1.045,"0","0","390",DALV-EQ-TR2,1351630.425,1248883.557,1289726.383,1229257.087,1330479.154,1219610.182,1339686.215,1317990.047,1297013.162,1271757.405,1207109.959,1263340.587,0,43844.78282,373017.093,55484.80332,0,309605.7182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104927.8102,90510.19783,100582.8556,79754.98612,103662.5642,89832.04072,105395.7267,99572.36075,96724.45215,85243.03194,85111.9604,92210.77948, ,0,0
"47",ALV0105,ALV  0105,DALV-IB-B12-BRRIGD,DALV,109400-7782B58D5DA,"49",1.05,"0","0","390",DALV-EQ-TR1,2712824.387,2563040.045,2756347.029,2482457.76,2691104.375,2589388.423,2646784.806,2748599.983,2579290.732,2596755.404,2603776.585,2508698.009,0,545556.9789,386745.5892,64964.31474,0,415382.9981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213423.4994,189405.6585,217476.8928,187063.5404,214781.8559,192770.1718,213672.8923,211705.2222,199685.2343,189771.7156,201179.8196,190045.2073, ,0,0
"48",ALV0106,ALV  0106,DALV-IB-B12-BRRIGD,DALV,-43480-7782B58D5DA,"49",1.05,"0","0","390",DALV-EQ-TR2,1603576.384,1468156.252,1546861.757,1421392.941,1491800.344,1394674.053,1500608.79,1544334.573,1603047.986,1564376.84,1497816.137,1624471.044,0,92009.98418,346694.7526,83162.9608,0,379588.9788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126545.1022,108536.7494,122301.2415,103070.0321,117584.4215,104774.3167,120387.1024,118098.9559,126026.3059,108454.5605,107455.042,118969.1762, ,0,0
"49",ALV0107,ALV  0107,DALV-IB-B12-BRRIGD,DALV,005670-7782B58D5DA,"49",1.05,"0","0","390",DALV-EQ-TR3,4067055.681,3831870.609,4186651.837,3517207.144,3894217.371,3848307.64,3850439.379,3875772.562,3699843.29,3741096.184,3592112.599,4079260.907,0,284030.927,880271.3638,176233.3169,0,935797.9863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320615.0771,283235.6803,330717.4891,259539.4643,307467.4134,289647.3263,309907.3751,297202.956,293200.5119,270672.0619,257028.7773,299146.593, ,0,0
"50",ALV0108,ALV  0108,DALV-IB-B12-BRRIGD,DALV,035590-7782B58D5DA,"49",1.05,"0","0","390",DALV-EQ-TR4,2863962.657,2612895.189,2892717.291,2541094.827,2513749.477,2366986.581,2769223.796,2761243.41,2679932.656,2702741.044,2757003.026,2969962.935,0,701432.0264,600404.8786,20885.79864,0,277274.4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219950.5635,187919.9931,223457.9498,141596.2185,192073.1507,170798.7766,212102.362,205064.1913,187500.1266,174670.9746,177751.8925,211683.5327, ,0,0
"51",ALV0109,ALV  0109,DALV-IB-B12-BRRIGD,DALV,023590-7782B58D5DA,"49",1.05,"0","0","390",DALV-EQ-TR4,3006149.474,2964036.316,3073485.041,2738151.089,2860415.586,2781163.013,2975095.614,3030995.578,2802339.169,2899117.111,2974193.218,2986617.89,0,373135.6039,704185.9576,118108.9638,0,526422.1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235347.618,217863.9442,241504.3811,182898.7806,224524.947,207297.461,236830.9474,230488.2918,216341.507,201144.6159,212772.6557,219124.7135, ,0,0
